,Artist,Artist Link,Song,Song Link,Chinese Lyrics,English Lyrics,Author,Author Link
42,Jacky Cheung,https://lyricstranslate.com/en/jacky-cheung-lyrics.html-0,我等到花兒也謝了 (wǒ děngdào huā er yě xièle),https://lyricstranslate.com/en/%E6%88%91%E7%AD%89%E5%88%B0%E8%8A%B1%E5%85%92%E4%B9%9F%E8%AC%9D%E4%BA%86-ive-waited-so-long-even-flower-has-withered.html,"每個人都在問我到底還在等什麼
等到春夏秋冬都過了難道還不夠
其實是因為我的心有一個缺口
等待拿走的人把它還給我 每個人都在說這種愛情沒有結果
我也知道你永遠都不能夠愛我
其實我只是希望你有時想一想我
你卻已經漸漸漸漸什麼都不再說 我睡不著的時候 會不會有人陪著我
我難過的時候 會不會有人安慰我
我想說話的時候 會不會有人瞭解我
我忘不了你的時候 你會不會來疼我 你知不知道 你知不知道 我等到花兒也謝了
你知不知道 你知不知道 我等到花兒也謝了 每個人都在說這種愛情沒有結果
我也知道你永遠都不能夠愛我
其實我只是希望你有時想一想我
你卻已經漸漸漸漸什麼都不再說 我睡不著的時候 會不會有人陪著我
我難過的時候 會不會有人安慰我
我想說話的時候 會不會有人瞭解我
我忘不了你的時候 你會不會來疼我 你知不知道 你知不知道 我等到花兒也謝了
你知不知道 你知不知道 我等到花兒也謝了 ","Everybody is asking me what am I actually waiting for
Is it not enough, to wait after all the four seasons have passed?
It is actually because a part of my heart is missing
I'm waiting for it to be returned by the one who took it away Everybody is saying, that this type of love is inconclusive.
I also know that you'll never be able to love me.
What I just hope for, is that you'd think of me from time to time
However bit by bit, you slowly speak no more When I cannot fall asleep, would there be someone next to me?
When I'm upset, would there be someone who'd comfort me?
When I want to talk, would there be someone who understands me?
When I cannot forget about you, would you care for me? Do you know, do you know I've waited for so long that even the flower has withered...
Do you know, do you know I've waited for so long that even the flower has withered... Everybody is saying, that this type of love is inconclusive.
I also know that you'll never be able to love me.
What I just hope for, is that you'd think of me from time to time
However bit by bit, you slowly speak no more When I cannot fall asleep, would there be someone next to me?
When I'm upset, would there be someone who'd comfort me?
When I want to talk, would there be someone who understands me?
When I cannot forget about you, would you care for me? Do you know, do you know I've waited for so long that even the flower has withered...
Do you know, do you know I've waited for so long that even the flower has withered... ",starlias,https://lyricstranslate.com/en/translator/starlias
43,Moana (OST),https://lyricstranslate.com/en/moana-lyrics.html,能走多远 [How far I'll go] (China) (Néng zǒu duō yuǎn),https://lyricstranslate.com/en/n%C3%A9ng-z%C7%92u-du%C5%8D-yu%C7%8En-%E8%83%BD%E8%B5%B0%E5%A4%9A%E8%BF%9C-how-far-ill-go-putonghua-chinese-mandarin-how-far-il.html,"我每天总喜欢眺望这海洋
没有尽头的彼方
却不明白为什么 也许 你希望我听你的话
我也曾经努力的尝试
我还是回到海洋 每一个转弯 每一个路段
每一次选择 每一次失望
不怕多困难
那熟悉地方是我的渴望 我听到 地平线那一边 呼唤我
谁会知道 能走多远
乘着风 迎着浪 扬着帆 勇敢前进
终会知道
我要走的路不管有多远也好 虽然在这海岛每一个人
仿佛开心没有忧愁
所有事都被安排 虽然海岛上的每一个人
都有他们的责任
也许我有自己主张 我可以带领 让你们坚强
也可以妥协 不再有期望
我心中响起另一个声音
我不能自已 那海岸在闪烁很耀眼的光芒
谁会知道 海有多深
仿佛它在等待我的回应 我在这里
请告诉我
我应该期待 什么是未来 在那地平线另一边 呼唤我
谁会知道 能走多远
乘着风 迎着浪 扬着帆 勇敢前行
终会知道 能走多远 ","Every day I like to look over this ocean
The other side without boundaries
But not understanding why Perhaps you want me to listen to you
I have also tried hard
Yet I still return to the ocean Every turned, every pathway
Every decision, every disappointment
No matter how hard
That familiar place is my loging I hear a calling from beyond the horizon
Who will know how far I can go
Ride the wind, meet the waves, raise the sail, bravely advance
Finally I will know
I'll go no matter how long the path I take is Altrough everybody on this Island
Seems happy and without sorrow
Everything is prearreanged Altrough everybody on the Island
Each has their duty
Perhaps I have my own stance I can lead, make you strong
I can also concede, no longer have hope
My heart rings out another voice
I lose self-control The shoreline is singing a dazzling light
Who will know how deep the ocean is?
It's as if it is awaiting my response, I am here
Please tell me
What future should that expect? Call me from the other side of that horizon
Who will know how far i can go?
Ride the wind, meet thr waves, raise the sail, bravely move on
Finally I will know if I can go ",Beroch,https://lyricstranslate.com/en/translator/beritan-g%C3%BCng%C3%BC
44,Leslie Cheung,https://lyricstranslate.com/en/%E5%BC%B5%E5%9C%8B%E6%A6%AE-lyrics.html,我 (Wǒ),https://lyricstranslate.com/en/%E6%88%91-me.html,NothingButMead,https://lyricstranslate.com/en/translator/nothingbutmead,,
45,Tsai Chin,https://lyricstranslate.com/en/tsai-chin-lyrics.html,被遺忘的時光 (Bèi yí wàng de shí guāng),https://lyricstranslate.com/en/%E8%A2%AB%E9%81%BA%E5%BF%98%E7%9A%84%E6%99%82%E5%85%89-b%C3%A8i-y%C3%AD-w%C3%A0ng-de-sh%C3%AD-gu%C4%81ng-forgotten-times.html,noodle soup,https://lyricstranslate.com/en/translator/noodle-soup,,
46,Leehom Wang,https://lyricstranslate.com/en/leehom-wang-lyrics.html,心跳 (Xīn tiào),https://lyricstranslate.com/en/%E5%BF%83%E8%B7%B3-heartbeat.html,"想跟我吵架 我没那么无聊
不懂得道歉 我没那么聪明
好想要回到我们的原点
你又在哭泣 我给不了安慰
我又在摇头 有那么点后悔
爱情的发展已难以回头却无法往前走 但身不由己出现在胸口
两颗心能塞几个问号
爱让我们流多少眼泪 你的眼神充满美丽 带走我的心跳
你的温柔如此靠近 带走我的心跳
逆转时光到一开始 能不能给一秒
等着哪一天你也想起
那悬在记忆中的美好 （重复） 你的眼神充满美丽 带走我的心跳
你的温柔如此靠近 带走我的心跳
逆转时光到一开始能不能给一秒
等着哪一天你也想起
那悬在记忆中的美好 ","You want to pick a fight with me, well I have better things to do
I don't know how to apologise, I'm not that smart
I just really want to go back to where we were You're crying again, I can't console you
I shake my head again, with so much regret
The way this love's grown, it's hard to return to the beginning, but impossible to move forward But it appears in our chests unbidden
How many questions can two hearts hold?
How many tears will love let us cry? The expression of your eyes is so beautiful it stops my heart1
Your gentleness is so close to me, it stops my heart
Can't we turn time back to the start, just for a second
I await the day you recall
The happy times that linger in my memory ",weiling.tay,https://lyricstranslate.com/en/translator/weilingtay
47,Tia Lee,https://lyricstranslate.com/en/tia-lee-lyrics.html,是我不夠好 (Not Good Enough),https://lyricstranslate.com/en/not-good-enough-%E6%98%AF%E6%88%91%E4%B8%8D%E5%A4%A0%E5%A5%BD-not-good-enough.html,KaiMing,https://lyricstranslate.com/en/translator/kaiming,,
48,Richie Ren,https://lyricstranslate.com/en/%E4%BB%BB%E8%B4%A4%E9%BD%90-lyrics.html,天涯 (Tiānyá),https://lyricstranslate.com/en/%E5%A4%A9%E6%B6%AF-horizon.html-0,"昏天又暗地忍不住的流星
烫不伤被冷藏一颗死心
苦苦的追寻 茫茫然失去
可爱的 可恨的 多可惜 梦中的梦中 梦中人的梦中
梦不到被吹散往事如风
空空的天空 容不下笑容
伤神的 伤人的 太伤心 何必想何必问 何处是我家
爱也罢 恨也罢 算了吧
问天涯 望断了天涯
赢得了天下 输了她 挥别的种种 挥不去的种种
毁不了被淹没一往情深
忍已无可忍 恨不得别人
害人的 迷人的 痴情人 也挣扎 也牵挂 也不是办法
走也罢 留也罢 错了吗
今天涯明天又天涯
狠狠一巴掌忘了吧 ","In the obscure sky, the intolerant meteor
Can't scald the frozen dead heart at all
Searching so hard, losing in perplexity
The beloved, the hated, all so pity In the dream of a dream, a dream of the one in dream
There are no stories that were flown away by wind
The void firmament will never accept smiling
The sorrowful, the wounding, all so woeful No need to think or ask where I can call home
Either love or hatred, just let go
I question the horizon and gaze into its end
Gain the world but lose her What I've abandoned and what can't be abandoned
May not destroy the drowned persistent passion
Endurance no longer, but no one's to blame
The dangerous, fascinating and infatuated one Struggling and caring solve nothing
Either leaving or staying, right or wrong?
Today's horizon will be of tomorrow
Just forget it with a strong cuff ",Isaiah Chen,https://lyricstranslate.com/en/translator/isaiah-chen
49,Teresa Teng,https://lyricstranslate.com/en/teresa-teng-lyrics.html,梅花 (Méi huā),https://lyricstranslate.com/en/m%C3%A9ihu%C4%81-%E6%A2%85%E8%8A%B1-plum-blossom.html,"梅花 梅花 满天下
越冷她越开花
梅花坚忍象征我们
巍巍的大中华 看那遍地开了梅花
有土地就有她
冰雪风雨她都不怕
她是我的国花 梅花 梅花 满天下
越冷她越开花
梅花坚忍象征我们
巍巍的大中华 看那遍地开了梅花
有土地就有她
梅花坚忍象征我们
巍巍的大中华 ","Plum blossom, plum blossom is all over the country
The colder, the more she blooms
The perseverance of plum blossom symbolizes us
The majestic great Chinese  Look! Plum blossom is blooming everywhere
Where there is land, there is her
She is not afraid of ice, snow, wind and rain
She is my national flower  Plum blossom, plum blossom is all over the country
The colder, the more she blooms
Perseverance of plum blossom symbolizes us
The majestic great Chinese  Look! Plum blossom is blooming everywhere
Where there is land, there is her
The perseverance of plum blossom symbolizes us
The majestic great Chinese ",hankeat,https://lyricstranslate.com/en/translator/hankeat
50,Cui Jian,https://lyricstranslate.com/en/cui-jian-lyrics.html,一块红布 (yī kuài hóng bù),https://lyricstranslate.com/en/%E4%B8%80%E5%9D%97%E7%BA%A2%E5%B8%83-piece-red-cloth.html,jhan,https://lyricstranslate.com/en/translator/jhan,,
51,Jay Chou,https://lyricstranslate.com/en/jay-chou-lyrics.html,美人魚 (Mei Renyu),https://lyricstranslate.com/en/mei-ren-yu-%E7%BE%8E%E4%BA%BA%E9%AD%9A-mermaid-mermaid.html,"维京航海 日记簿 停留在甲板等日出
瓶中信 被丢入 关于美人鱼的纪录
中世纪 的秘密 从此后被塞入了瓶盖
千年来 你似乎 为等谁而存在 或许凄美 在暧昧 海与夕阳之间金黄的一切
海岸线 在起雾 似乎是离别适合的季节
雾散后 只看见 长髮的你出现在岸边
为了爱 忘了危险 美人鱼的眼泪
是一个连伤心都透明的世界
地平线的远方一轮满月
童话般感觉 让我爱上有你的黑夜 无声的眼泪
水族玻璃裡你一次次的来回
思念成了仅存的那一切
缺氧的感觉 维京航海 日记簿 停留在甲板等日出
瓶中信 被丢入 关于美人鱼的纪录
中世纪 的秘密 从此后被塞入了瓶盖
千年来 你似乎 为等谁而存在 或许凄美 在暧昧 海与夕阳之间金黄的一切
海岸线 在起雾 似乎是离别适合的季节
雾散后 只看见 长髮的你出现在岸边
为了爱 忘了危险 美人鱼的眼泪
是一个连伤心都透明的世界
地平线的远方一轮满月
童话般感觉 让我爱上有你的黑夜 无声的眼泪
水族玻璃裡你一次次的来回
思念成了仅存的那一切
缺氧的感觉 美人鱼的眼泪
是一个连伤心都透明的世界
地平线的远方一轮满月
童话般感觉 让我爱上有你的黑夜 无声的眼泪
水族玻璃裡你一次次的来回
思念成了仅存的那一切
缺氧的感觉 ","The Vikings' ship's log was left on the deck to wait for sunrise.
In a jar there was a letter with notes of the mermaid.
The secrets from the Middle Ages have been sealed away ever since.
It seems that you exist only to wait for somebody in the past thousand years. Maybe the beauty of sadness has blurred everything with a golden hue between the sea and the setting sun.
The coastline becomes misty. It seems to be a good season for people to part ways.
When the mists are lifted, you appear at the coast with your long hair.
For love you ignore all dangers. The tears of the mermaid
make for a world where even sadness is transparent.
As a full moon is rising from the horizon afar,
the fairytale scenery makes me fall in love with the dark night because you're there. You cry in silence.
You swim back and forth in the glass tank.
My yearning for you has become all that remains.
It feels stifling. The Vikings' ship's log was left on the deck to wait for sunrise.
In a jar there was a letter with notes of the mermaid.
The secrets from the Middle Ages have been sealed away ever since.
It seems that you exist only to wait for somebody in the past thousand years. Maybe the beauty of sadness has blurred everything with a golden hue between the sea and the setting sun.
The coastline becomes misty. It seems to be a good season for people to part ways.
When the mists are lifted, you appear at the coast with your long hair.
For love you ignore all dangers. The tears of the mermaid
make for a world where even sadness is transparent.
As a full moon is rising from the horizon afar,
the fairytale scenery makes me fall in love with the dark night because you're there. You cry in silence.
You swim back and forth in the glass tank.
My yearning for you has become all that remains.
It feels stifling. The tears of the mermaid
make for a world where even sadness is transparent.
As a full moon is rising from the horizon afar,
the fairytale scenery makes me fall in love with the dark night because you're there. You cry in silence.
You swim back and forth in the glass tank.
My yearning for you has become all that remains.
It feels stifling. ",lakoje,https://lyricstranslate.com/en/translator/lakoje
52,Jay Chou,https://lyricstranslate.com/en/jay-chou-lyrics.html,东风破 (East Wind Breaks),https://lyricstranslate.com/en/%E4%B8%9C%E9%A3%8E%E7%A0%B4-east-wind-breaks-east-wind-breaks.html,"一盏离愁　孤单伫立在窗口
我在门后　假装妳人还没走
旧地如重游　月圆更寂寞
夜半清醒的烛火　不忍苛责我 一壶漂泊　浪迹天涯难入喉
妳走之后　酒暖回忆思念瘦
水向东流　时间怎么偷
花开就一次成熟　我却错过 谁在用琵琶弹奏　一曲东风破
岁月在墙上剥落　看见小时候
犹记得那年我们都还很年幼
而如今琴声幽幽　我的等候　妳没听过
谁在用琵琶弹奏　一曲东风破
枫叶将故事染色　结局我看透
篱笆外的古道我牵着你走过
荒烟漫草的年头　就连分手都很沉默 一壶漂泊　浪迹天涯难入喉
妳走之后　酒暖回忆思念瘦
水向东流　时间怎么偷
花开就一次成熟　我却错过 谁在用琵琶弹奏　一曲东风破
岁月在墙上剥落　看见小时候
犹记得那年我们都还很年幼
而如今琴声幽幽　我的等候　妳没听过
谁在用琵琶弹奏　一曲东风破
枫叶将故事染色　结局我看透
篱笆外的古道我牵着你走过
荒烟漫草的年头　就连分手都 谁在用琵琶弹奏　一曲东风破
岁月在墙上剥落　看见小时候
犹记得那年我们都还很年幼
而如今琴声幽幽　我的等候　妳没听过
谁在用琵琶弹奏　一曲东风破
篱笆外的古道我牵着你走过
荒烟漫草的年头　就连分手都很沉默 ","A lamp of separation lament,loneliness stands still at the window.
I am behind the door,pretending that you have not left yet.
Old days like being revisited, full moon even lonelier.
Half conscious candle in the night, can't bear to criticise me severely. A pot of a wanderer,Wander about far away from home,hard to swallow.
After you left,the recollection of the warmth of wine recalls being thin.
The water flows towards the east,how to steal time?
Flowers bloom and mature once,yet I missed it. Who is using the lute to play,the song ""East Wind Breaks""?
Times and seasons peeled off the wall,see when I was small.
Still remember that year we were still very young.
And nowadays the sound of the piano is spooky.
My waiting,You have not heard yet.
Who is using the lute to play,the song ""East Wind Breaks""?
The maple leaf dyes the story, I see through the ending.
I lead you through the ancient path outside of the fence.
The year of desolation,that even separation is very silent. A pot of a wanderer,Wander about far away from home,hard to swallow.
After you left,the recollection of the warmth of wine recalls being thin.
The water flows towards the east,how to steal time?
Flowers bloom and mature once,yet I missed it. Who is using the lute to play,the song ""East Wind Breaks""?
Times and seasons peeled off the wall,see when I was small.
Still remember that year we were still very young.
And nowadays the sound of the piano is spooky.
My waiting,You have not heard yet.
Who is using the lute to play,the song ""East Wind Breaks""?
The maple leaf dyes the story, I see through the ending.
I lead you through the ancient path outside of the fence.
The year of desolation,that even separation is very silent. Who is using the lute to play,the song ""East Wind Breaks""?
Times and seasons peeled off the wall,see when I was small.
Still remember that year we were still very young.
And nowadays the sound of the piano is spooky.
My waiting,You have not heard yet.
Who is using the lute to play,the song ""East Wind Breaks""?
The maple leaf dyes the story, I see through the ending.
I lead you through the ancient path outside of the fence.
The year of desolation,that even separation is very silent. ",wuhuahua089,https://lyricstranslate.com/en/translator/wuhuahua089
53,Lay (EXO),https://lyricstranslate.com/en/lay-lyrics.html,Joker,https://lyricstranslate.com/en/joker-joker.html-8,"Why so serious I won't make a joke
But you know I gotta get it
气氛有点cold
The show is gon be finished
I won't make a joke
But you know I gotta get it
气氛有点cold 从我的手提箱
拿出我的旧西装
绿色马甲别一朵花
开放在游戏场
I know
太多的笑话
But I never told anyone
画上笑脸
Not a killer but I kill the flow Everyday would be my holiday Babe
你想要加入我的Squad
No way save it
Life is a book
我在上面刻着五彩斑斓
就不知不觉 找回天真烂漫 You might think I'm crazy
When I'm acting like a fool
Life is more than just a drama
But I am living thru 听见我的脚步声
滴滴嗒 跳着舞
在花花世界 不分昼夜
走着我的路 Hold on Hold on
我也有 我的梦想
我想去 世界舞台
华丽登场
我还在尝试
你却说
我不配有这壮志
不尊重我的一切
嘲笑我期待的样子 I just made your day
我像是一个小丑
只要你们能开心
我就会微微笑 招手
But why so serious
奉上最迷人的舞姿
在我的世界
唱我人生冷暖故事 You might think I'm crazy
When I'm acting like a fool
Life is more than just a drama
But I am living thru 听见我的脚步声
滴滴嗒 跳着舞
在花花世界 不分昼夜
走着我的路 Feel like Joker
Stay sober
I won't play no poker
Not funny but you gotta make a smile Like Joker
Stay sober
I won't play no poker
Not funny but you gotta make a smile ","Why so serious? I won't make a joke,
But you know I gotta get it.
The atmosphere is a little cold.
The show is gon' be finished.
I won't make a joke,
But you know I gotta get it.
The atmosphere is a little cold. From my suitcase,
I take out my old suit,
Green vest with another flower,
Blossoming on the playground.
I know
There are too many jokes.
But I never told anyone
Draw a smiling face.
Not a killer, but I kill the flow. Every day would be my holiday, babe.
You wanna join my square.
No way save it,
Life is a book.
I'll fill it with a riot of colors
And get back my pure heart unconsciously. You might think I'm crazy
When I'm acting like a fool.
Life is more than just a drama,
But I am living thru. Hear my steps
Tictictac, when I dance.
Day and night
I'm walking my own way in this mortal world. Hold on! Hold on!
I also have my dream.
I wanna enter the world stage
And have a gorgeous debut.
I'm still trying,
But you say
I don't deserve that ambition.
You don't respect everything of mine
And make fun of my hopes. I just made your day,
I look like Joker.
As long as you're happy,
I will smile and wave.
But why so serious?
I'm doing for you the most charming dance.
I'm in my world,
Singing the story of my life. You might think I'm crazy
When I'm acting like a fool.
Life is more than just a drama,
But I am living thru. Hear my steps
Tictictac, when I dance.
Day and night
I'm walking my own way in this mortal world. Feel like Joker!
Stay sober!
I won't play no poker.
Not funny, but you gotta make a smile. Like Joker!
Stay sober!
I won't play no poker.
Not funny, but you gotta make a smile. ",SindArytiy,https://lyricstranslate.com/en/translator/sindarytiy
54,Jamyang Dolma,https://lyricstranslate.com/en/jamyang-dolma-lyrics.html,西海情歌 (Xīhǎi qínggē),https://lyricstranslate.com/en/%E8%A5%BF%E6%B5%B7%E6%83%85%E6%AD%8C-love-story-western-se.html,"自你離開以後，
從此就丟了溫柔，
等待在這雪山路漫長，
聽寒風呼嘯依舊。 *一眼望不到邊，
風似刀割我的臉。
等不到西海天際蔚藍，
無言這蒼茫的高原。 *,**還記得你答應過我不會讓我把你找不見，
可你跟隨那南歸的候鳥飛得那麼遠。
愛像風箏斷了線，
拉不住你許下的諾言！ *,**我在苦苦等待雪山之巔溫暖的春天，
等待高原冰雪融化之後歸來的孤雁。
愛再難以續情緣，
回不到我們的從前 ...... Repeat*,** ","Since you've left
I've lost my gentle spirit
I'm waiting by the snow mountain. The road is rather long
The chilling wind is screaming as usual *I take a look. There is no end in sight
The wind cuts my face like a knife
I can't wait till the sky of the Western Sea turning blue
Not a word can be heard from this vast highland *,**Can you still remember your promise me you would never let me miss you
But you follow the south-bound wild geese flying so far away
Love feels like a kite in flight with a broken string
I can't hold you to your promise *,**I'm waiting in deep sorrow for the warm spring to return to the snow-capped mountain
Wait for the returning lonely goose after the melting snow in the highland
May find love difficult to go on
It cannot return to the way we were. Repeat*,** ",hankeat,https://lyricstranslate.com/en/translator/hankeat
55,Eric Chou,https://lyricstranslate.com/en/%E5%91%A8%E8%88%88%E5%93%B2-lyrics.html,學著愛 (xué zhe ài),https://lyricstranslate.com/en/%E5%AD%B8%E8%91%97%E6%84%9B-my-way-love.html,KaiMing,https://lyricstranslate.com/en/translator/kaiming,,
56,Faye Wong,https://lyricstranslate.com/en/faye-wong-lyrics.html,開到荼蘼 (kāi dào tú mí),https://lyricstranslate.com/en/k%C4%81i-d%C3%A0o-t%C3%BA-m%C3%AD-%E9%96%8B%E5%88%B0%E8%8D%BC%E8%98%BC-last-blossom.html,"每隻螞蟻
都有眼睛鼻子
牠美不美麗
偏差有沒有一毫釐
有何關係 每一個人
傷心了就哭泣
餓了就要吃
相差大不過天地
有何刺激 有太多太多魔力
太少道理
太多太多遊戲
只是為了好奇
還有甚麼值得
歇斯底里
對甚麼東西
死心塌地 一個一個偶像
都不外如此
沉迷過的偶像
一個個消失
誰曾傷天害理
誰又是上帝
我們在等待
甚麼奇蹟 最後剩下自己
捨不得挑剔
最後對著自己
也不大看得起
誰給我全世界
我都會懷疑
心花怒放
卻開到荼蘼 一個一個一個人
誰比誰美麗
一個一個一個人
誰比誰甜蜜
一個一個一個人
誰比誰容易
又有甚麼了不起 每隻螞蟻
和誰擦身而過
都那麼整齊
有何關係
每一個人
碰見所愛的人
卻心有餘悸 ","Every single ant
Has eyes and a nose
Beautiful or not
It’s less than a millimeter difference
What does it matter? Every single person
If you’re hurt let the tears run
If you’re hungry then just eat
It can’t beat the gap between heaven and Earth
What’s there to get excited about? It’s all far too much magic
And far too little reason
Far too many games
All just out of curiosity
What’s there still worth
Getting hysterical about
What are you
So dead set on? Every single last idol
They’re no exceptions
The idols that mesmerized you
They disappear one by one
Who can scar heaven and Earth
Who's the new God
And we’re still here waiting
Waiting on what miracle? In the end you’re left with yourself
You're too narcissistic to pick on yourself
In the end you have to face yourself
You're still no good enough for yourself
Even the one who gives me the whole world
I’ll still doubt it
The heart’s flower blooms in full
But in the end it will wither and fall One person after another
Who’s more beautiful?
One person after another
Who’s sweeter?
One person after another
Who’s easier?
What’s left that’s so great? Every single ant
Whoever they rub up against
It’s all so neat and tidy
What’s it matter?
Every single person
They bump into the person they love
But the heart is left with a lingering fear. ",tonyl,https://lyricstranslate.com/en/translator/tonyl
57,Wang Feng,https://lyricstranslate.com/en/wang-feng-lyrics.html,存在 (cúnzài),https://lyricstranslate.com/en/%E5%AD%98%E5%9C%A8-exist.html," 多少人走着却困在原地
多少人活着却如同死去
多少人爱着却好似分离
多少人笑着却满含泪滴 谁知道我们该去向何处
谁明白生命已变为何物
是否找个借口继续苟活
或是展翅高飞保持愤怒
我该如何存在 多少次荣耀却感觉屈辱
多少次狂喜却倍受痛楚
多少次幸福却心如刀绞
多少次灿烂却失魂落魄 谁知道我们该梦归何处
谁明白尊严已沦为何物
是否找个理由随波逐流
或是勇敢前行挣脱牢笼
我该如何存在 谁知道我 们该去向何处
谁明白生命已变为何物
是否找个借口继续苟活
或是展翅高飞保持愤怒
谁知道我们该梦归何处
谁明白尊严已沦为何物
是否找个理由随波逐流
或是勇敢前行挣脱牢笼
我该如何存在 ","How many people are walking but still stuck in the start?
How many people are living but look like dying?
How many people are in love but look like separate?
How many people are smiling but with tears all on their faces? Who knows that where should we go?
Who knows that what have the life turned into?
Should I find excuses to barely survive?
Or Spread my wings flying and keep the rage in my mind?
How am I supposed to exist? How many times I am glorious but still feel humiliated?
How many times I am joyful but still feel painful?
How many times I am happy but still feel as if a knife twisting my heart?
How many times my life blooms brightly but I'm still losing my soul? Who knows where are our dreams belong?
Who knows that what have the dignity turned into?
Should I find reasons to go with the stream?
Or move on bravely and break away from the cage? Who knows that where should we go?
Who knows that what have the life turned into?
Should I find excuses to barely survive?
Or Spread my wings flying and keep the rage in my mind?
Who knows where are our dreams belong?
Who knows that what have the dignity turned into?
Should I find reasons to go with the stream?
Or move on bravely and break away from the cage?
How am I supposed to exist? ",volcanboy713,https://lyricstranslate.com/en/translator/volcanboy713
58,Kris Wu,https://lyricstranslate.com/en/wu-yi-fan-kris-lyrics.html,想你 (Xiǎng nǐ),https://lyricstranslate.com/en/%E6%83%B3%E4%BD%A0-miss-you.html,"想你想你想着你
有些模糊记忆
看你看你看着你
藏在心中秘密
我等你等你等着你
想和你在一起
是你是你就是你
记住你的气息 看着你的照片
不知过了多少时间
我该用什么字眼
有些事是否改变
那断了线的誓言
离开我的世界
爱情从未实现
害怕模糊了视线
想记住关于你一切
在别人眼中我们是多密切
有些人有些事怕不够时间
有些情有些字没表达准确 但已经逝去的季节
我还想在你身边
不知深秋的深浅
我能否在你跟前
放不下心中的纠结
就像你最爱的球鞋
忘不了你给的誓言
曾几何时多少日夜
我想我正在想着你
没你不适应
我想我只想抱着你
你就是唯一 我和你的关系
问你是否愿意
隔着遥远距离
我为你着迷 无法舍弃
我和你都在原地
为何总是逃避
即使这世界充满猜疑
我却只在乎你 只想和你 想你想你想着你
有些模糊记忆
看你看你看着你
藏在心中秘密
我等你等你等着你
想和你在一起
是你是你就是你
记住你的气息 时间走着滴答滴
有些感情你压低
懂爱的人更是一大批
结局谁看清
离别时哪一句
思绪延续
回首是否还会有你 爱情里谁愿意谦虚
环绕你四周
更不是为了把你骗取
为了你我可以诗情画意
为了你也可以用尽力气
我 爱你上瘾 也怕你伤心
有些事情不会放弃即便滑稽
为了讨你开心想着各种话题
即使淋着大雨
我像鲨鱼从不畏惧保护着你 我想我不能没有你
没办法舍去
我想我只想陪着你
一直走下去 无法控制情绪
表达我的言语
偶尔想告诉你
有个人他很想你
无法控制情绪
表达我的言语
爱像一场电影
别把我放在背景
放在背景 我和你的关系
问你是否愿意
隔着遥远距离
我为你着迷 无法舍弃
我和你都在原地
为何总是逃避
即使这世界充满猜疑
我却只在乎你 只想和你 想你想你想着你
有些模糊记忆
看你看你看着你
藏在心中秘密
我等你等你等着你
想和你在一起
是你是你就是你
记住你的气息 ","A：I miss you, miss you, keep missing you.
There are some blurred memories.
I look at you, look at you, keep looking you.
I have some hidden secret.
I wait for you, wait for you, I keep waiting for you.
I want to stay with you.
It's you. It's you. It's you.
I will remember your scent. K：I keep looking at your photos
and I don't know time has already passed by.
What terms should I use?
Will something change?
The broken vow
left my world.
Our love has not come true.
I am afraid my sight is blurred.
I want to remember all about you.
We are so close in other's eyes.
I am afraid we don't have enough time
to express cleary for our love and words.
But the seasons have gone.
I still want to stay with you.
Time keeps running.
Can I appear before you?
I can't let go of my mood,
just like your favourite sneakers.
I can't forget your vow
you gave before.
I think I am missing you.
I can't be without you.
I think I just want to hug you.
You are the only one. Z：For us,
are you willing to
have long distance relationship?
I am into you. I can't let go.
We are in the original place.
Why do we always escape?
Even though it is a world full of doubts,
I just care about you and want to be with you. A：I miss you, miss you, keep missing you.
There are some blurred memories.
I look at you, look at you, keep looking you.
I have some hidden secret.
I wait for you, wait for you, I keep waiting for you.
I want to stay with you.
It's you. It's you. It's you.
I will remember your scent. K：Time runs tic tac.
You control your mood.
Many people understand love,
yet who will know the ending?
When we depart,
I keep thinking
will you still be there when I look back? A：Who want to be humble in love?
I am surrounding you
and want to give you my sincere heart.
I can be talented for you.
I can make effort for you.
I am addicted to you but I am afraid that you may feel sad.
Although something seems ridiculous, I will not let go.
I will think about the topics to make you laugh.
Even it is raining heavily,
I will protect you like a fearless shark. K：I think I can't be without you.
I can't let go.
I think I want to stay with you
forever. A：I can't control my mood
to express my words.
Sometimes I want to tell you that
I really miss you.
I can't control my mood
to express my words.
Love is like a film.
Don't leave me alone.
Don't leave me alone. Z：For us,
are you willing to
have long distance relationship?
I am into you. I can't let go.
We are in the original place.
Why do we always escape?
Even though it is a world full of doubts,
I just care about you and want to be with you. A：I miss you, miss you, keep missing you.
There are some blurred memories.
I look at you, look at you, keep looking you.
I have some hidden secret.
I wait for you, wait for you, I keep waiting for you.
I want to stay with you.
It's you. It's you. It's you.
I will remember your scent. ",secantt,https://lyricstranslate.com/en/translator/secantt
